paths,target
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/6-rotated2-rotated3-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/6-rotated3-rotated1-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/6-rotated3-rotated1-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/6-rotated3-rotated1-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/6-rotated3-rotated1-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/6-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/6-rotated3-rotated2-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/6-rotated3-rotated2-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/6-rotated3-rotated2-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/6-rotated3-rotated2-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/6-rotated3-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/6-rotated3-rotated3-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/6-rotated3-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/7-rotated1-rotated1-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/7-rotated1-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/7-rotated1-rotated1-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/7-rotated1-rotated1-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/7-rotated1-rotated2-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/7-rotated1-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/7-rotated1-rotated2-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/7-rotated1-rotated3-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/7-rotated1-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/7-rotated1-rotated3-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/7-rotated1-rotated3-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/7-rotated1-rotated3-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/7-rotated1-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/7-rotated2-rotated1-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/7-rotated2-rotated1-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/7-rotated2-rotated1-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/7-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/7-rotated2-rotated2-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/7-rotated2-rotated2-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/7-rotated2-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/7-rotated2-rotated3-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/7-rotated2-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/7-rotated2-rotated3-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/7-rotated3-rotated1-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/7-rotated3-rotated1-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/7-rotated3-rotated1-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/7-rotated3-rotated1-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/7-rotated3-rotated2-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/7-rotated3-rotated2-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/7-rotated3-rotated2-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/7-rotated3-rotated2-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/7-rotated3-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/7-rotated3-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/7-rotated3-rotated3-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/7-rotated3-rotated3-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/7-rotated3-rotated3-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/7.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/8-rotated1-rotated1-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/8-rotated1-rotated1-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/8-rotated1-rotated1-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/8-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/8-rotated1-rotated2-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/8-rotated1-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/8-rotated1-rotated2-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/8-rotated1-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/8-rotated1-rotated3-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/8-rotated1-rotated3-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/8-rotated1-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/8-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/8-rotated2-rotated1-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/8-rotated2-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/8-rotated2-rotated1-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/8-rotated2-rotated1-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/8-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/8-rotated2-rotated2-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/8-rotated2-rotated2-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/8-rotated2-rotated2-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/8-rotated2-rotated3-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/8-rotated2-rotated3-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/8-rotated2-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/8-rotated3-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/8-rotated3-rotated1-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/8-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/8-rotated3-rotated2-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/8-rotated3-rotated2-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/8-rotated3-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/8-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/9-rotated1-rotated2-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/9-rotated1-rotated2-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/9-rotated1-rotated2-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/9-rotated1-rotated2-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/9-rotated1-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/9-rotated1-rotated3-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/9-rotated1-rotated3-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/9-rotated1-rotated3-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/9-rotated1-rotated3-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/9-rotated1-rotated3-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/9-rotated2-rotated1-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/9-rotated2-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/9-rotated2-rotated1-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/9-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/9-rotated2-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/9-rotated2-rotated2-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/9-rotated2-rotated2-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/9-rotated2-rotated2-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/9-rotated2-rotated3-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/9-rotated2-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/9-rotated2-rotated3-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/9-rotated2-rotated3-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/9-rotated2-rotated3-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/9-rotated3-rotated1-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/9-rotated3-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/9-rotated3-rotated1-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/9-rotated3-rotated1-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/9-rotated3-rotated1-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/9-rotated3-rotated1-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/9-rotated3-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/9-rotated3-rotated2-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/9-rotated3-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/9-rotated3-rotated3-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/9-rotated3-rotated3-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/9-rotated3-rotated3-rotated2.jpg,no fracture
